Ref;Nombre;instalaciones;Dirección;Municipio;Código Municipio;Provincia;Código Provincia;Teléfono
4173;TRINQUETE DE IBAETA;Pista de padel 1#Pista de padel 2#Pista de padel 3#Pista de padel 4 arriba#Pista de padel 5 arriba#Vaso recreativo#Sala de musculación#Trinquete;C/ PORTUETXE 71 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943213644
4174;C.E.I. ABENDAÑO IKASTOLA;Psicomotricidad 2 años#Psicomotricidad 3-6 años#Pista exterior;C/PINTOR MAURO ORTIZ DE URBINA 15 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945222226
4175;BOLERA;Bolera;Retana s/n ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4176;CENTRO DE YOGA PADMA;Sala de yoga;Lekaenea kalea 30 ;Irun;045;Gipuzkoa;20;
4177;ASOCIACIÓN CULTURAL ARGOIAK;Sala polideportiva;Bertsolari Uztapide Kalea 6 ;Irun;045;Gipuzkoa;20;34943620621
4178;GIMNASIO IMTRAINING;Sala polideportiva;Letxunborro hiribidea 94 ;Irun;045;Gipuzkoa;20;34943535900
4179;C.E.I.P. SAN IGNACIO;Gimnasio 2#Gimnasio 1#Frontón#Pista de fútbol sala 1#Pista de fútbol sala 2#Pista de fútbol sala 3#Pista de fútbol sala 4#Pista de minibasket#Pista de badminton#Tenis de mesa;CALLE ITURRITXU S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945135412
4180;C.Pr. SANTO TOMÁS;Pista polideportiva - patio intermedio 1#Frontón cubierto - patio intermedio 1#Pista fútbol-sala 1 - patio superior#Pista fútbol-sala 2 - patio superior#Frontón - patio superior#Mini-frontón cubierto 1 - patio intermedio 1#Mini-frontón cubierto 2 - patio intermedio 1#Mini-frontón cubierto 3 - patio intermedio 1#Mini-frontón cubierto 4 - patio intermedio 1#Mini-frontón cubierto 1 - p1#Mini-frontón cubierto 2 - p1#Mini-frontón cubierto 3 - p1#Mini-frontón cubierto 4 - p1#Sala psicomotricidad 4 - edificio infantil nuevo#Sala psicomotricidad 1 - edificio infantil#Sala psicomotricidad 2 - edificio salón de actos#Gimnasio pequeño#Gimnasio grande#Pista polideportiva cubierta#Sala psicomotricidad 3 - edificio primaria#Pista baloncesto - patio inferior#Tenis mesa - patio inferior#Pista baloncesto - patio intermedio 2#Pista polideportiva - patio intermedio 2#Pista baloncesto - patio intermedio 1 (sobre salón de actos);PASEO MANUEL LARDIZABAL 24 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943216044
4181;POLIDEPORTIVO TXURDINAGA;Pista de tenis 4#Pista de tenis 5#Frontón 1#Frontón 2#Frontón 3#Frontón 4#Pista de fútbol sala 1#Pista de fútbol sala 2#Gimnasio 1#Sala equipada#Sala polivalente#Gimnasio 3#Sala de artes marciales#Squash 1#Squash 2#Sala de spinning#Sala de indoor walking#Sala de baile#Vaso recreativo 1#Vaso recreativo 2#Vaso de chapoteo#Gimnasio 4#Sala de psicomotricidad#Pista polideportiva#Sala de yoga#Vaso deportivo#Vaso de enseñanza#Frontón 5#Frontón 6#Pista de hockey patines#Pista de atletismo#Pista de tenis 1#Pista de tenis 2#Pista de tenis 3;C/ Circo Amateur 2 ;Bilbao;020;Bizkaia;48;34944117799
4182;CANCHA DE BALONCESTO PAU CASALS;Pista de baloncesto;Av. Pau Casals 3 ;Bilbao;020;Bizkaia;48;34944354740
4183;ZONA DEPORTIVA PARQUE EUROPA;Frontón#Pista de baloncesto#Tenis de mesa;Parque Europa S/N ;Bilbao;020;Bizkaia;48;34944354740
4184;INSTALACIONES DEPORTIVAS PARQUE MURRIETA;Pista de tanga 1#Pista de tanga 2#Pista petanca 1#Pista petanca 2#Pista petanca 3#Pista petanca 4#Pista calva 1#Pista calva 2#Skate park;Pq. Murrieta S/N ;Barakaldo;013;Bizkaia;48;34944789900
4185;PISTA DE BALONCESTO ROTETA;Pista de baloncesto#Tenis de mesa;C/ ROTETA BEHEKOA S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4186;ZONA DEPORTIVA DE INTXAURRONDO;Pista polideportiva 1#Pista polideportiva 2#Minibasket 1#Minibasket 2#Minibasket 3;C/ GAZTELA S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4187;C.Pr. MADRE DE DIOS;Pista polideportiva cubierta#Pista polideportiva 1#Pista polideportiva 2#Pista polideportiva 3#Pista polideportiva 4#Sala de psicomotricidad;C/ Orixe 20 ;Bilbao;020;Bizkaia;48;34944759983
4188;FRONTÓN DEL PARQUE EDUARDO CHILLIDA;Frontón;Ramon Astibia kalea s/n ;Errenteria;067;Gipuzkoa;20;34943449690
4189;ESTADIO FUNDAZIOA;Sala polivalente 1#Sala polivalente 2#Vaso deportivo#Vaso de enseñanza#Sala tenis de mesa#Sala de spinning#Sala polivalente 3#Sala polivalente 4#Sala de musculación 1#Sala de musculación 2#Sala de musculación y cardio#Bulder#Vaso recreativo#Sala polivalente 5#Vaso recreativo exterior#Vaso de saltos#Vaso de chapoteo exterior#Pista de baloncesto#Pista de tenis 1#Pista de tenis 2#Pista de tenis 3#Campo de fútbol-7#Pista de padel 1#Pista de padel 2#Pista de padel 3#Pista de padel 4#Pista de squash 1#Pista de squash 2#Pista de baloncesto 2#Frontón#Frontón corto 1#Frontón corto 2#Frontón corto 3#Tenis de mesa#Tenis de mesa 2#Parque saludable#Pista de petanca 1#Pista de petanca 2;Paseo de Cervantes 20 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945131345
4190;POLIDEPORTIVO DE DEUSTO;Pista de squash#Sala de spinning#Sala de aerobic#Sala polivalente#Gimnasio 2#Pista polideportiva cubierta#Vaso deportivo#Vaso recreativo#Pista de fútbol sala;C/ Jon Arrospide 1 ;Bilbao;020;Bizkaia;48;34944761021
4191;C.E.I.P. IBAIONDO;Pista polideportiva cubierta#Pista polideportiva#Pista de minibasket#Gimnasio#Psicomotricidad;C/TARRAGONA 9 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945283767
4192;PARQUE DE ARRIAGA;Pista de voleibol#Minibasket 3x3#Tenis de mesa;PARQUE DE ARRIAGA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4193;VIVIENDAS PORTAL DE FORONDA 70-74;Pista deportiva;PORTAL DE FORONDA 70-74, C/IHURREALDEA 1-17, C/JUAN CRISOSTOMO DE ARRIAGA 2-10 Y C/LAKUABURUA 1-5 S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;
4194;C.E.I.P. MUNOA;Pista futbol sala 1#Pista futbol sala 2#Pista baloncesto#Sala polivalente 1#Sala polivalente 2#Sala psicomotricidad;C/ Llanos 55 ;Barakaldo;013;Bizkaia;48;34944996639
4195;VIVIENDAS SIERRA DE URBASA 17-21;Espacio de baloncesto;C/SIERRA DE URBASA 17-21 Y C/BAIONA 6-8 S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;
4196;I.E.S. MINAS;Pista de fútbol sala#Pista de baloncesto#Gimnasio;C/ LA BONDAD 28 ;Barakaldo;013;Bizkaia;48;34944376104
4197;INSTALACIONES DEPORTIVAS EXTERIORES DE ARIZNAVARRA;Pista baloncesto 1#Pista baloncesto 2#Pista futbol sala#Tenis de mesa;C/ CASTILLO DE QUEJANA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4198;PISTA PATINAJE ARTXANDA;Pista de patinaje;Artxanda Egirleta errepidea S/N ;Bilbao;020;Bizkaia;48;34944354740
4199;SKATE PARK ANOETA;Skate park;PASEO ANOETA S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4200;C.Pr. KIRIKIÑO IKASTOLA;Sala de artes marciales#Pista de baloncesto 1#Pista de baloncesto 3#Pista de fútbol sala 2#Pista poldeportiva#Pista de fútbol sala 1#Pista de baloncesto 2#Pista polideportiva con frontón#Sala de baile 1#Tenis de mesa#Sala de baile 2#Sala de baile 3#Frontón;C/ Gabriel Aresti 22 ;Bilbao;020;Bizkaia;48;34944598100
4201;INSTALACIONES DEPORTIVAS CUESTA DE OLABEAGA;Skate park#Pista baloncesto#Pista futbol sala;C/ Cuesta de Olabeaga S/N ;Bilbao;020;Bizkaia;48;34944204957
4202;REAL NUEVO CLUB DE GOLF BASOZABAL;Campo de golf#Vaso deportivo#Vaso recreativo#Vaso de chapoteo#Pista de tenis#Pista de padel 1#Pista de padel 2#Gimnasio#Campo de prácticas#Zona de approach#Zona de pateo 1#Zona de pateo 2;CAMINO DE GOYAZ-TXIKI 41 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943455062
4203;C.E.I.P. PEDRO IGNACIO BARRUTIA IKASTOLA;Gimnasio#Frontón#Pista polideportiva#Pista polideportiva pequeña#Pista de voleibol este#Pista de voleibol oeste#Pista de baloncesto oeste#Pista de baloncesto este#Pista de atletismo;C/ESPOZ Y MINA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945172131
4204;C.Pr. SUMMA-CHAMINADE;Pista fútbol-sala nivel superior#Pista baloncesto nivel superior#Campo fútbol-7 nivel intermedio#Frontón nivel intermedio#Pista polideportiva cubierta polideportivo#Sala ajedrez#Gimnasio polideportivo#Sala polivalente polideportivo#Sala tatami polideportivo#Pista polideportiva nivel inferior#Pista fútbol-sala nivel inferior#Frontón nivel inferior;CUESTA DE ALDAPETA 17 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943461055
4205;C.Pr. ALEMÁN SAN ALBERTO MAGNO;Gimnasio#Pista polideportiva cubierta#Pista mini-basket cubierta#Pista baloncesto cubierta#Frontón#Pista polideportiva arriba;PASEO ORIAMENDI 25 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943212244
4206;C.Pr. SAN PATRICIO;Campo de fútbol#Pista baloncesto cubierta 1#Frontón antiguo#Pista baloncesto#Pista baloncesto cubierta 2#Pista voleibol cubierta#Frontón nuevo#Pista polideportiva#Sala psicomotricidad#Sala judo;C/ LANBERRI 25 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943215997
4207;FRONTÓN ARROKA;Frontón;C/ ARROKA S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4208;PISTA POLIDEPORTIVA DE ERROTABURU;Pista polideportiva;PLAZA LASARTE S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4209;CENTRO CORTE PARIS;Sala polivalente grande#Sala polivalente pequeña;C/ ESCOLTA REAL 55 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4210;VIVIENDAS AVENIDA DE LA REINA SOFIA 27-35;Pista de pádel;AVDA. REINA SOFIA 27-35 Y C/LAPUEBLA DE LABARCA 2 S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;
4211;C.E.I.P. ZABALGANA;Gimnasio#Pista polideportiva cubierta#Pista de fútbol sala#Pista polideportiva exterior#Aula de psicomotricidad;Avenida de las Naciones Unidas 10 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945064862
4212;POLIDEPORTIVO URBI;Sala equipada#Sala aerobic/fitness#Galeria de tiro con arco#Pista polideportivo;Urbi kalea 2 ;Basauri;015;Bizkaia;48;34944666382
4213;ASOCIACIÓN DE VECINOS LANDETXA;Sala polivalente#Sala de ajedrez;Bizkaia kalea 15 ;Irun;045;Gipuzkoa;20;34943632817
4214;ASOCIACIÓN SOCIOCULTURAL UXOA;Sala polideportiva;Gipuzkoa hiribidea 12 ;Irun;045;Gipuzkoa;20;34943613850
4215;ESCUELA DE DANZA FAGOAGA;Sala polivalente planta baja#Sala polivalente planta sótano;C/ EUSKALERRIA 9 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943428700
4216;ACADEMIA DE DANZA STUDIO;Sala polivalente;C/ SAN BARTOLOME 8B ;Donostia / San Sebastián;069;Gipuzkoa;20;34943421336
4217;GIMNASIO DE OREITIA;Gimnasio;OREITIA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4218;C.E.I.P. SERANTES;Gimnasio#Pista polideportiva;C/ José María Larrea S/N ;Santurtzi;082;Bizkaia;48;34944839684
4219;BOLERA;Bolera;GAMARRA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4220;BOLERA;Bolera;ESTARRONA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4221;AMOR MISERICORDIOSO Ik.Pr.;Sala polivalente#Pista polideportiva#Pista de baloncesto#Pista de baloncesto 2;C/ Urizar 1 ;Bilbao;020;Bizkaia;48;34944212109
4222;ANTIGUO COLEGIO SAN JUAN DE ROMPEOLAS;Pista polideportiva#Frontón;Regales Kalea 43 ;Santurtzi;082;Bizkaia;48;34944205800
4223;C.E.I.P. KAREAGA-GOIKOA;Sala psicomotricidad#Gimnasio#Pista de fútbol sala#Pista de baloncesto;Asturias kalea  S/N ;Basauri;015;Bizkaia;48;34944498946
4224;BOLERA TRES TABLONES;Bolera;Artunduaga auzoa S/N ;Basauri;015;Bizkaia;48;34944666383
4225;C.Pr. SAN VICENTE DE PAUL;Gimnasio#Frontón#Pista polideportiva;Hondarribia kalea 33 ;Irun;045;Gipuzkoa;20;34943619990
4226;PISTA DE BALONCESTO DE ERANDIOGOIKOA;Cancha de baloncesto;Altzaga-Erandiogoikoa errepidea S/N ;Erandio;902;Bizkaia;48;34944890100
4227;ESTADIO GAL;Campo de fútbol principal#Campo de fútlbol de hierba artificial#Gimnasio principal#Gimnasio secundario;Patricio Arabolaza kalea 2 ;Irun;045;Gipuzkoa;20;34943620103
4228;CENTRO KIMEN;;Pintor Berrueta 6 ;Irun;045;Gipuzkoa;20;34943576363
4229;CLUB DE TIRO SAN MARCIAL;campo de tiro 2#campo de tiro 3#campo de tiro 1;San Martzial mendia / monte San Marcial s/n ;Irun;045;Gipuzkoa;20;34943626384
4230;I.E.S. PLAIAUNDI;Gimnasio#Pista polideportiva#Pista de atletismo#Pista de fútbol#Pista de baloncesto;Plaiaundi kalea s/n ;Irun;045;Gipuzkoa;20;34943617547
4231;ACAMPO DE FÚTBOL SAN MIGUEL;Campo de fútbol;Abaroa kalea S/N ;Basauri;015;Bizkaia;48;34944666383
4232;GIMNASIO CLUB DE JUDO AZKENPORTU;;Pintor Berrueta 5 ;Irun;045;Gipuzkoa;20;34667242071
4233;FRONTÓN GALARRETA JAI-ALAI;Frontón#Gimnasio;C/ ENTIDAD JAUREGI S/N ;Hernani;040;Gipuzkoa;20;34943551023
4234;FRONTONES SOLOARTE;Frontón 1#Frontón 2;Soloarte kalea S/N ;Basauri;015;Bizkaia;48;34944666383
4235;PISTA DEL BARRIO LARRAITZ;Pista de baloncesto;Larraitz auzoa 37 ;Alegia;005;Gipuzkoa;20;34943653016
4236;C.Pr. SAN NIKOLAS IKASTOLA;Pista polideportiva descubierta#Pista polideportiva con frontón#Gimnasio#Pista polideportiva cubierta;C/ Areneazpi  15 ;Getxo;044;Bizkaia;48;34944305478
4237;HOTEL AVENIDA;Vaso recreativo#Gimnasio;Pº IGELDO 55 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943212022
4238;BOLERA VASCA;Bolera vasca;Artunduaga auzoa S/N ;Basauri;015;Bizkaia;48;34944666383
4239;SOCIEDAD DE JUEGO DE LA TUTA;Pista de tuta 1#Pista de tuta 2;Artunduaga auzoa S/N ;Basauri;015;Bizkaia;48;34944666383
4240;C.Pr. EKINTZA;Pista fútbol con frontón#Pista baloncesto#Frontón cubierto#Squash#Pista padel#Tenis mesa#Pista polideportiva cubierta#Pista mini-basket#Pista fútbol pequeños#Pista baloncesto pequeños#Pista mini-basket 1 pequeños#Pista mini-basket 2 pequeños#Gimnasio pequeños#Sala polivalente (gimnasio-sala psicomotricidad);C/ TONTOR-GOXO 18 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943210307
4241;C.E.I.P. ALTZAGA IKASTOLA - I.E.S. ERANDIO;Fronton polideportivo 1#Campo de fútbol#Pista de atletismo#Tenis de mesa 1#Tenis de mesa 2#Pista de baloncesto#Fronton polideportivo 2#Fronton polideportivo 3#Gimnasio;Kukularra kalea 8 ;Erandio;902;Bizkaia;48;34944671705
4242;I.E.S. ASTRABUDUA;Pista polideportiva 1#Pista polideportiva 2#Sala polideportiva;Mezo kalea 36 ;Erandio;902;Bizkaia;48;34944675349
4243;POLIDEPORTIVO ALTZAGA;Piscina 1#Piscina 2#Piscina 3#Sala polivalente#Sala de artes marciales#Sala de spinning#Sala de aerobic#Sala de musculación#Pista polideportiva;Tartanga kalea 20 ;Erandio;902;Bizkaia;48;34944670511
4244;POLIDEPORTIVO ASTRABUDUA;Piscina#Pista polideportiva#Squash#Tatami#Sala polivalente#Sala equipada;Atxutegi kalea S/N ;Erandio;902;Bizkaia;48;34944673461
4245;C.E.I.P. GOIKO-LANDA;Gimnasio#Pista de baloncesto#Sala de psicomotricidad;Avanzada errepidea 12 ;Erandio;902;Bizkaia;48;34944532325
4246;INSTALACIONES DE URBANIZACIÓN TOLOSA 85-87-89;Vaso recreativo;AVDA. TOLOSA 85-87-89 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4247;FRONTÓN LOREA;Frontón;AVDA. ZARAUTZ 115 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4248;FRONTÓN DE ITURRIOTZ;Frontón;Ozentzio kalea s/n ;Oiartzun;063;Gipuzkoa;20;34943490142
4249;GIMNASIO EMSO;Sala polivalente#Sala musculación;C/ BLAS DE LEZO 13 ;Pasaia;064;Gipuzkoa;20;34943527717
4250;URBANIZACIÓN ASKARTZA;Vaso deportivo#Vaso de chapoteo#Frontón 1#Frontón 2#Pista de tenis 1#Pista de tenis 2#Pista de baloncesto;C/ Sarriena 174-182 ;Leioa;054;Bizkaia;48;34944640019
4251;URBANIZACIÓN SARRIENA;Pista de futbol sala#Vaso recreativo#Vaso de chapoteo;C/Sarriena 51-162 ;Leioa;054;Bizkaia;48;34944008000
4252;JUDO CLUB ANDOAIN;Sala tatami;Bº OLAGAIN S/N ;Andoain;009;Gipuzkoa;20;
4253;C.E.I.P. EGUZKITZA;Gimnasio#Pista polideportiva;Victoriano Juaristi kalea 8 ;Irun;045;Gipuzkoa;20;34943505910
4254;ZONA DE JUEGOS DEL BARRIO DE VENTAS;Zona para tenis de mesa#Zona de bulder;Lapurdi kalea 13 ;Irun;045;Gipuzkoa;20;34943505407
4255;I.E.S. TOKI ALAI;Pista polideportiva 1#Pista polideportiva 2#Pista polideportiva 3;Gaztelu zahar ibilbidea 1 ;Irun;045;Gipuzkoa;20;34943635260
4256;CAMPO DE FÚTBOL ZUBIPE;Campo fútbol principal#Campo fútbol pequeño#Gimnasio;Bº KARABEL S/N ;Hernani;040;Gipuzkoa;20;34943336012
4257;BOLERA DE LUKO;Bolera;C/ IBAIARTEGI S/N ;Arratzua-Ubarrundia;008;Araba/Álava;01;34945299516
4258;HOTEL GUDAMENDI;Vaso recreativo;PASEO GUDAMENDI 26 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943214000
4259;FRONTÓN IGELDO;Frontón;PL. IGELDO S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943018295
4260;CAMPO DE FUTBOL SAN LORENZO;Campo de futbol 7#Campo de fútbol;Atxutegi kalea S/N ;Erandio;902;Bizkaia;48;34944040765
4261;CARREJO COOP. AGRICOLA;Probadero;Goikoa-La Magdalena errepidea 1 ;Erandio;902;Bizkaia;48;34944890100
4262;INSTALACIONES DE URBANIZACIÓN BILOREA;Vaso recreativo;AVDA. TOLOSA 95 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943427115
4263;CLUB HÍPICO GOIHERRI;Pista de concurso#Pista de saltos;La Magdalena bidea 4 ;Erandio;902;Bizkaia;48;34944674567
4264;I.E.S. ARTAZA;Gimnasio#Pista de baloncesto#Pista de futbol sala 1#Pista de futbol sala 2#Pista de voleibol;C/ Amaia 28 ;Leioa;054;Bizkaia;48;34944801005
4265;PISTA DEPORTIVA AZKUENE;Pista de fútbol-sala;C/ ULIA 13-BIS ;Pasaia;064;Gipuzkoa;20;34943344034
4266;GIMNASIO TRINTXERPE;Sala tatami#Sala polivalente#Sala musculación;AVDA. EUSKADI S/N ;Pasaia;064;Gipuzkoa;20;34943399753
4267;C.Pr. GAZTELUETA;Pista de baloncesto 2#Pista de baloncesto 3#Pista polideportiva 2#Pista de tenis#Campo de fútbol#Pista polideportiva 1 #Vaso recreativo#Pista de padel#Pista de atletismo#Pabellón polivalente#Pista de baloncesto 1;Artatza auzoa 87 ;Leioa;054;Bizkaia;48;34944633000
4268;CLUB REMO PASAIA KAYAK;Sala musculación;C/ CONSIGNATARIOS S/N ;Pasaia;064;Gipuzkoa;20;
4269;FRONTÓN ZUMARDIA;Frontón#Pista fútbol;PL. BITERI S/N ;Pasaia;064;Gipuzkoa;20;34943344034
4270;CLUB REMO PASAI DONIBANE-KOXTAPE;Sala musculación;C/ LEZO BIDEA S/N ;Pasaia;064;Gipuzkoa;20;34943524166
4271;PARQUE PARA MAYORES TORRONDOA;Parque para mayores;C/ TORRRONDOA S/N ;Alegría-Dulantzi;001;Araba/Álava;01;34945420831
4272;FRONTÓN ARTZABAL;Frontón;C/ ERREKATXIKI S/N ;Usurbil;073;Gipuzkoa;20;34943371951
4273;FRONTÓN ZUBIETA;Frontón#Pista minibasket;Pº LEARRITZA S/N ;Usurbil;073;Gipuzkoa;20;34943371951
4274;ZONA DE OCIO Y ESPARCIMIENTO CAMPAZAR;Tennis de mesa;Avda. Kanpazar S/N ;Portugalete;078;Bizkaia;48;34944729200
4275;C.Pr. XABIER;Pista polideportiva#Sala polivalente;C/ Sotera de la Mier 2 ;Portugalete;078;Bizkaia;48;34944963411
4276;C.P. ELIZATXO-GABRIEL ZELAIA;Pista de fútbol-sala#Pista de baloncesto;BARRIO LA FLORIDA S/N ;Hernani;040;Gipuzkoa;20;34943557224
4277;CENTRO SARKANDA;Sala de yoga;Antoine D´Abadie kalea 7 ;Irun;045;Gipuzkoa;20;34943631543
4278;INSTALACIONES DEL BARRIO ANTZARAN;Frontón#Pista de tenis;Hendaia kalea s/n ;Irun;045;Gipuzkoa;20;34943505412
4279;I.E.S. URIBARRI;Gimnasio#Pista de baloncesto cubierta#Pista de baloncesto#Pista de fútbol sala#Tenis de mesa 1#Tenis de mesa 2;Uribarri kalea 11 ;Basauri;015;Bizkaia;48;34946571015
4280;FRONTÓN SAN MIGUEL;Frontón#Pista de baloncesto#Puesto de ajedréz 1#Puesto de ajedréz 2;Elizondo kalea S/N ;Basauri;015;Bizkaia;48;34944666383
4281;GR 34 CAMINO DE TRASHUMANCIA;Sendero;Zelatun gaina s/n ;Asteasu;014;Gipuzkoa;20;34943690235
4282;PR-GI 13 PASEO DE ANOETA;Sendero;San Martin kalea s/n ;Alkiza;006;Gipuzkoa;20;34943690235
4283;PARQUE SALUDABLE BASOZELAI;Parque saludable;Basozelai auzoa S/N ;Basauri;015;Bizkaia;48;34944666383
4284;I.E.S. ATEGORRI;Pista polideportiva 1#Pista polideportiva 2;Tartanga kalea 11 ;Erandio;902;Bizkaia;48;34944675261
4285;INSTALACIONES DE URBANIZACIÓN TOLOSA 119;Vaso recreativo#Vaso chapoteo;AVDA. TOLOSA  119 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4286;INSTALACIONES DE COMPLEJO RESIDENCIAL LOREA;Vaso recreativo#Vaso chapoteo#Tenis mesa;AVDA. TOLOSA 111 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943314351
4287;C.Pr. BIENAVENTURADA VIRGEN MARIA IRLANDESAS;Pista de baloncesto cubierta#Pista polideportiva 1 #Sala equipada#Pista de padel 1#Pista de padel 2#Pista futbol sala 1#Pista futbol sala 2#Pista polideportiva 2#Pista de baloncesto#Pista polideportiva cubierta;Santsoena auzoa 1 ;Leioa;054;Bizkaia;48;34944807051
4288;POLIDEPORTIVO MUNICIPAL;Sala musculación#Sala musculación equipos#Sala polivalente#Squash 1#Squash 2#Pista polideportiva cubierta#Foso de remo;C/ LARRABIDE S/N ;Pasaia;064;Gipuzkoa;20;34943340423
4289;C.E.I.P. SAN BARTOLOME;Pista polideportiva 1 #Pista polideportiva 2#Pista polideportiva cubierta#Sala de psicomotricidad;C/ San Bartolome 4 ;Leioa;054;Bizkaia;48;34944600082
4290;URBANIZACIÓN ZARRAGUETA;Vaso recreativo;C/ Zarrageta 2, 4, 6 ;Leioa;054;Bizkaia;48;34944008000
4291;PUERTO DEPORTIVO;Zona de buceo;C/ Fraile Leku 1 ;Bermeo;017;Bizkaia;48;34946880289
4292;POLIDEPORTIVO MUNICIPAL ARTALEKU;Rocódromo#Gimnasio d - sala spinning#Gimnasio principal#Gimnasio b - sala polivalente 1#Gimnasio a - sala polivalente 2#Gimnasio c - sala de baile#Pista principal#Pista squash 2#Pista squash 3#Pista squash 4#Piscina grande#Piscina pequeña#Frontón#Trinquete#Pista squash 1;Kale Nagusia 30 ;Irun;045;Gipuzkoa;20;34943505757
4293;ZONA DEPORTIVA ELATZETA;Pista polideportiva 1#Pista polideportiva 2#Pista polideportiva 3;Nafarroa Beherea  s/n ;Irun;045;Gipuzkoa;20;34943505407
4294;BOLERA DE BETOLAZA;Bolera;CTRA. A-4401 S/N ;Arratzua-Ubarrundia;008;Araba/Álava;01;34945299516
4295;INSTALACIONES DEL BARRIO SAN MIGUEL;Zona para tenis de mesa;Blas de Lezo kalea s/n ;Irun;045;Gipuzkoa;20;34943505407
4296;POLIDEPORTIVO OIARDO;Pista polideportiva cubierta#Sala tatami nueva - p2#Sala musculación - p1#Sala tatami antigua - s1#Sala club ciclismo - s2#Sala polivalente - entreplanta#Pista fútbol exterior#Squash#Vaso deportivo#Vaso enseñanza;Pº GERNIKA 9 ;Usurbil;073;Gipuzkoa;20;34943372498
4297;C.Pr. NIÑO JESÚS DE PRAGA;Pista polideportiva cubierta#Gimnasio#Pista polideportiva;C/ ILLUMBE 8 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943456600
4298;BOLERA DE ARKAIA;Bolera;CTRA A-4117 S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4299;C.E.I.P. AMASSORRAIN;Pista polideportiva cubierta con frontón#Sala psicomotricidad;AVDA. AÑORGA 17 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943370872
4300;C.E.I.P. MAESTRA ISABEL GALLEGO GORRIA;Gimnasio#Pista de baloncesto#Pista de fútbol sala 1#Pista de fútbol sala 2#Pista de fútbol sala 3;C/ Batalla de Padura 17 ;Bilbao;020;Bizkaia;48;34944210429
4301;INSTITUTO POLITÉCNICO DIOCESANAS MOLINUEVO;Gimnasio#Pista de baloncesto norte#Pista de baloncesto sur;C/SAN IGNACIO DE LOIOLA 6 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945010120
4302;POLIDEPORTIVO DIVINO MAESTRO;Pista polideportiva cubierta;C/COFRADIA DE ARRIAGA 7 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945222556
4303;I.E.S. FRANCISCO DE VITORIA;Pista polideportiva cubierta#Gimnasio 1#Gimnasio 2#Pista de baloncesto oeste#Pista de baloncesto este#Pista polideportiva#Pista de voleibol oeste#Pista de voleibol este#Pista de badminton#Tenis de mesa;C/EL SALVADOR 1 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945270655
4304;CAMPO DE FÚTBOL AITXARTE;Campo fútbol;C/ Zamakola 73 A ;Bilbao;020;Bizkaia;48;34944354740
4305;FRONTÓN PEQUEÑO DE BERAUN;Frontón;Jose Maria Usandizaga kalea 6B ;Errenteria;067;Gipuzkoa;20;34943449690
4306;FRONTÓN ATEGORRIETA;Frontón#Bolera;C/ MIKEL GARDOKI S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
